order_id,customer_id,order_date,product_id,quantity,price,payment_type,status
88,1856,2025-01-07,307,4,908.4,Credit Card,Delivered
89,2148,2024-02-20,483,5,5972.75,Credit Card,Delivered
90,1129,2025-04-03,421,4,914.84,Credit Card,Delivered
91,2723,2024-02-25,235,5,4609.9,Net Banking,Delivered
92,1527,2024-12-01,60,3,854.34,Debit Card,Delivered
93,1451,2025-04-16,150,3,1822.86,Net Banking,Delivered
94,2827,2023-09-27,367,3,663.18,UPI,Delivered
95,498,2025-03-07,440,4,1416.52,Debit Card,Delivered
96,854,2023-10-25,276,1,1396.43,Credit Card,Delivered
97,1797,2023-10-07,331,5,4382.2,Net Banking,Delivered
98,1278,2024-12-22,434,4,3326.36,Debit Card,Delivered
99,1541,2025-01-22,414,3,3197.22,Credit Card,Delivered
100,355,2024-11-07,246,1,284.35,Debit Card,Delivered
101,2365,2024-08-06,344,3,1974.12,Debit Card,Delivered
102,51,2025-03-13,344,1,658.04,UPI,Delivered
103,2725,2023-12-19,77,2,2410.72,UPI,Delivered
104,755,2024-09-17,126,5,4246.45,UPI,Delivered
105,1834,2024-09-20,101,5,5374.0,Net Banking,Returned
106,2921,2023-09-21,301,3,2324.1,UPI,Delivered
107,2483,2024-09-05,218,2,2322.78,UPI,Delivered
108,2331,2023-11-11,362,4,3307.48,Net Banking,Delivered
109,2243,2024-07-15,397,3,2801.1,UPI,Delivered
110,148,2024-01-30,101,4,4299.2,Credit Card,Delivered
111,1119,2023-07-22,33,5,2206.7,Debit Card,Returned
112,1791,2025-05-16,256,1,1040.0,UPI,Delivered
113,1871,2024-12-21,300,5,2150.0,UPI,Returned
114,482,2024-06-18,215,4,3159.84,Debit Card,Delivered
115,1455,2024-01-18,117,2,1228.88,UPI,Delivered
116,1262,2024-03-15,122,2,2467.16,Debit Card,Delivered
117,1156,2024-01-12,358,5,3663.95,UPI,Delivered
118,582,2024-04-08,252,5,1706.5,UPI,Delivered
119,1958,2024-12-27,171,4,3098.76,Credit Card,Delivered
120,2913,2024-10-18,230,2,1996.6,UPI,Delivered
121,1635,2025-03-24,63,5,2944.3,Net Banking,Delivered
122,2890,2024-02-29,408,4,5473.92,Credit Card,Delivered
123,702,2024-08-12,173,2,2094.62,Net Banking,Delivered
124,691,2025-05-30,8,2,1618.98,Net Banking,Delivered
125,245,2025-05-22,27,4,3175.96,UPI,Delivered
126,2814,2024-08-14,54,4,3209.68,Credit Card,Delivered
127,1410,2025-04-07,490,2,2050.68,UPI,Delivered
128,1643,2023-12-06,139,1,511.7,UPI,Delivered
129,881,2025-02-02,256,4,4160.0,Net Banking,Delivered
130,2161,2023-09-09,438,1,861.06,Credit Card,Delivered
131,2840,2024-09-03,117,3,1843.32,Net Banking,Delivered
132,160,2024-08-25,96,2,394.12,Debit Card,Delivered
133,2623,2024-02-21,326,4,4026.24,UPI,Delivered
134,2019,2024-10-18,185,4,3297.56,UPI,Delivered
135,646,2025-04-03,396,3,1792.62,Net Banking,Delivered
136,1323,2024-06-11,56,3,2028.84,Net Banking,Delivered
137,1152,2024-09-09,252,5,1706.5,Debit Card,Delivered
138,390,2023-08-08,36,3,3163.59,Credit Card,Delivered
139,649,2024-05-30,229,1,344.35,Debit Card,Delivered
140,731,2024-05-30,468,1,566.02,Credit Card,Delivered
141,291,2024-02-07,414,5,5328.7,UPI,Delivered
142,2163,2025-05-23,48,1,842.78,Credit Card,Delivered
143,2441,2025-03-13,333,2,2071.84,Net Banking,Delivered
144,2769,2023-08-04,374,3,2585.19,Net Banking,Delivered
145,2684,2024-04-15,313,3,1504.41,Net Banking,Delivered
146,2919,2025-05-08,142,5,3367.55,Net Banking,Delivered
147,924,2023-10-05,173,2,2094.62,Credit Card,Delivered
148,859,2025-04-15,239,4,782.6,Debit Card,Delivered
149,891,2023-10-07,345,1,636.55,Debit Card,Delivered
150,2674,2023-08-23,474,3,2681.61,Debit Card,Delivered
151,1423,2023-12-09,226,5,2830.65,Credit Card,Delivered
152,1786,2023-09-29,62,3,2687.46,UPI,Delivered
153,1516,2023-11-23,67,1,828.93,Debit Card,Delivered
154,2316,2025-04-14,240,4,5429.04,Net Banking,Delivered
155,422,2025-06-02,493,3,3481.35,Credit Card,Delivered
156,2107,2024-05-04,61,5,5735.85,Debit Card,Returned
157,1313,2024-03-18,14,5,799.05,Debit Card,Returned
158,1284,2023-12-20,468,1,566.02,Debit Card,Delivered
159,315,2024-12-11,123,4,4465.84,Net Banking,Delivered
160,1839,2025-02-22,175,4,4230.24,Debit Card,Delivered
161,485,2024-02-22,241,1,727.15,Net Banking,Delivered
162,451,2023-09-22,361,4,2555.04,Net Banking,Delivered
163,2773,2025-04-04,204,3,2690.13,Net Banking,Delivered
164,2263,2025-02-04,370,4,1868.36,Credit Card,Delivered
165,574,2023-12-12,297,3,3676.32,Credit Card,Delivered
166,1929,2024-01-28,123,5,5582.3,UPI,Delivered
167,919,2025-05-21,136,5,4271.8,Debit Card,Delivered
168,2705,2023-08-12,33,4,1765.36,Debit Card,Delivered
169,2820,2023-10-21,302,1,580.5,UPI,Delivered
170,1435,2025-01-21,350,1,271.99,Debit Card,Delivered
171,2970,2024-05-27,479,5,6355.8,Credit Card,Returned
172,2922,2023-08-29,383,4,1870.52,Debit Card,Returned
173,53,2024-03-18,419,4,698.2,UPI,Delivered
174,823,2024-11-06,112,2,1071.82,Debit Card,Delivered
175,542,2025-02-17,387,4,2758.36,Debit Card,Delivered
176,2973,2024-09-03,154,1,770.66,UPI,Delivered
177,2720,2024-06-14,258,3,1836.99,Net Banking,Delivered
178,2850,2023-07-24,173,1,1047.31,Debit Card,Delivered
179,2362,2025-04-20,413,2,909.82,Debit Card,Delivered
180,339,2024-01-23,29,1,923.1,UPI,Delivered
181,1642,2024-08-09,339,4,720.52,UPI,Delivered
182,2207,2023-11-08,464,3,1923.12,Net Banking,Delivered
183,594,2023-10-07,205,5,5173.0,Net Banking,Delivered
184,1505,2025-01-25,479,1,1271.16,Debit Card,Delivered
185,1790,2025-02-06,413,4,1819.64,Credit Card,Delivered
186,1497,2024-11-30,199,1,334.08,Credit Card,Delivered
187,1449,2025-05-28,216,5,6095.25,Credit Card,Delivered
188,2432,2024-08-16,142,3,2020.53,Credit Card,Delivered
189,1161,2024-05-15,350,4,1087.96,UPI,Delivered
190,1289,2023-08-31,469,4,2678.0,Credit Card,Delivered
191,647,2023-09-04,444,2,373.94,Credit Card,Delivered
192,1078,2023-12-25,230,2,1996.6,UPI,Delivered
193,2018,2023-11-24,161,4,994.2,Credit Card,Delivered
194,190,2023-09-07,483,2,2389.1,Net Banking,Delivered
195,2640,2025-01-13,181,1,565.76,Credit Card,Delivered
196,1756,2023-12-24,289,3,3629.79,Credit Card,Delivered
197,894,2023-10-10,41,4,1861.0,Debit Card,Delivered
198,867,2024-10-24,304,3,845.64,Credit Card,Delivered
199,904,2024-07-01,283,1,1156.48,Net Banking,Delivered
200,911,2024-09-20,318,4,3659.6,Credit Card,Delivered
201,1056,2025-04-24,263,4,1575.08,UPI,Delivered
202,2941,2024-10-22,17,4,1013.16,UPI,Returned
203,918,2024-11-15,68,1,802.17,Credit Card,Delivered
204,956,2024-11-01,483,5,5972.75,Debit Card,Delivered
205,16,2025-06-28,16,4,3616.8,UPI,Delivered
206,1642,2023-08-28,6,5,1749.15,Net Banking,Delivered
207,1614,2023-09-21,31,2,2446.3,Net Banking,Delivered
208,358,2023-09-28,332,4,3774.56,Debit Card,Delivered
209,1958,2025-04-08,6,4,1399.32,Net Banking,Delivered
210,781,2024-02-20,390,3,3264.24,Net Banking,Delivered
211,643,2023-08-15,131,2,2522.66,Net Banking,Delivered
212,398,2025-07-18,318,1,914.9,Debit Card,Delivered
213,2307,2023-07-31,168,1,422.6,UPI,Returned
214,2136,2023-12-31,458,2,2213.46,Debit Card,Returned
215,480,2024-03-08,173,5,5236.55,Net Banking,Returned
216,1742,2025-07-03,484,3,2230.65,Credit Card,Delivered
217,1625,2025-07-17,270,5,3756.35,Credit Card,Delivered
218,819,2024-07-23,253,1,906.4,Net Banking,Delivered
219,2214,2025-04-12,29,4,3692.4,UPI,Delivered
220,2557,2023-10-19,459,5,2544.8,Net Banking,Delivered
221,2876,2024-01-23,25,5,5247.4,Net Banking,Delivered
222,2907,2023-10-12,349,5,5482.6,Debit Card,Delivered
223,185,2025-02-22,40,3,971.46,Credit Card,Delivered
224,2146,2025-01-06,238,3,1178.01,UPI,Delivered
225,2692,2024-08-09,276,4,5585.72,Net Banking,Returned
226,2886,2025-02-20,269,1,849.56,Net Banking,Delivered
227,2347,2023-10-05,431,1,930.57,Net Banking,Delivered
228,1883,2024-10-21,315,2,1665.02,Debit Card,Returned
229,1633,2025-04-19,428,3,3719.31,Credit Card,Delivered
230,394,2024-07-17,121,4,4143.44,Net Banking,Delivered
231,1608,2025-03-03,469,4,2678.0,Net Banking,Delivered
232,2831,2024-12-08,427,2,571.62,Net Banking,Delivered
233,2608,2024-09-23,482,3,1387.38,Net Banking,Delivered
234,1520,2024-06-07,417,3,1810.62,Net Banking,Returned
235,1090,2023-08-25,349,2,2193.04,Debit Card,Delivered
236,890,2025-03-18,269,1,849.56,UPI,Delivered
237,1848,2025-02-21,426,4,2267.24,Net Banking,Delivered
238,1950,2023-10-10,36,1,1054.53,Credit Card,Delivered
239,539,2025-06-07,475,1,568.19,UPI,Returned
240,1050,2024-11-21,19,3,4138.44,Net Banking,Delivered
241,1167,2025-02-28,483,3,3583.65,Net Banking,Delivered
242,978,2024-05-17,340,2,1688.48,Credit Card,Returned
243,2919,2025-06-06,78,1,755.42,Net Banking,Delivered
244,2842,2025-07-10,378,5,1555.75,Debit Card,Delivered
245,1193,2023-11-18,396,1,597.54,Credit Card,Delivered
246,2383,2025-03-02,194,5,2162.05,UPI,Delivered
247,171,2025-07-20,170,2,1286.96,Debit Card,Delivered
248,2637,2024-04-21,206,5,6348.65,Credit Card,Delivered
249,788,2025-01-02,440,5,1770.65,Debit Card,Returned
250,555,2025-01-26,259,5,5907.15,UPI,Delivered
251,693,2024-11-11,410,5,1597.5,Credit Card,Delivered
252,658,2025-02-23,202,5,1519.8,Net Banking,Delivered
253,357,2023-08-29,459,2,1017.92,UPI,Delivered
254,1335,2025-01-31,237,3,452.31,Net Banking,Delivered
255,2447,2024-08-18,131,5,6306.65,UPI,Delivered
256,433,2024-02-06,477,1,956.09,UPI,Delivered
257,1653,2023-10-05,434,2,1663.18,Net Banking,Delivered
258,2420,2024-10-14,414,2,2131.48,UPI,Delivered
259,2531,2024-12-05,449,2,1080.84,Debit Card,Delivered
260,2974,2024-02-27,283,2,2312.96,UPI,Delivered
261,1691,2025-05-07,121,3,3107.58,UPI,Delivered
262,1457,2024-11-26,126,4,3397.16,UPI,Delivered
263,1965,2024-07-17,316,2,1422.58,Net Banking,Delivered
264,303,2025-04-19,45,2,960.92,Credit Card,Delivered
265,581,2024-08-30,176,3,3682.41,UPI,Delivered
266,80,2024-04-01,497,1,799.09,UPI,Delivered
267,2677,2025-05-24,457,2,1102.2,Credit Card,Delivered
268,1258,2024-04-29,252,1,341.3,Credit Card,Returned
269,947,2025-07-05,224,3,1524.33,Debit Card,Delivered
270,2749,2023-07-28,87,2,698.54,UPI,Delivered
271,1926,2024-11-20,168,4,1690.4,Net Banking,Delivered
272,1493,2023-10-22,498,2,2072.98,Credit Card,Delivered
273,2662,2023-09-18,14,2,319.62,Net Banking,Delivered
274,956,2023-12-28,424,5,2106.4,Credit Card,Delivered
275,2639,2024-06-24,222,5,5398.55,Debit Card,Delivered
276,642,2024-04-10,405,3,951.69,Debit Card,Delivered
277,2601,2024-01-10,234,1,432.15,Credit Card,Returned
278,487,2024-04-08,494,2,1827.96,Net Banking,Delivered
279,2807,2024-09-04,394,4,2955.72,Net Banking,Returned
280,1633,2023-11-26,44,4,3698.44,Credit Card,Delivered
281,1213,2025-01-19,421,4,914.84,Debit Card,Delivered
282,891,2023-10-21,457,4,2204.4,Credit Card,Delivered
283,1671,2023-08-07,277,4,2339.8,UPI,Delivered
284,1678,2024-07-22,453,3,2299.23,Net Banking,Delivered
285,2451,2025-07-06,269,3,2548.68,UPI,Delivered
286,2068,2023-11-27,232,1,834.76,Credit Card,Delivered
287,1261,2024-09-26,264,5,5351.2,Net Banking,Delivered
288,491,2024-09-03,277,2,1169.9,Credit Card,Delivered
289,670,2024-12-27,163,5,1482.65,Net Banking,Delivered
290,13,2025-05-24,374,3,2585.19,Net Banking,Delivered
291,997,2025-05-01,230,1,998.3,Net Banking,Delivered
292,2899,2024-06-29,423,5,1926.5,Net Banking,Delivered
293,2744,2024-08-29,141,4,4394.96,Credit Card,Returned
294,1830,2025-02-18,372,5,3675.85,UPI,Delivered
295,2455,2023-07-23,467,1,706.9,Credit Card,Delivered
296,669,2024-07-21,8,3,2428.47,Net Banking,Delivered
297,2301,2023-11-04,347,2,1702.76,Net Banking,Delivered
298,1373,2025-03-17,383,3,1402.89,Net Banking,Delivered
299,117,2024-07-18,476,5,735.25,UPI,Delivered
300,2961,2024-10-28,206,3,3809.19,UPI,Delivered
301,2981,2025-03-02,202,1,303.96,Net Banking,Delivered
302,1205,2023-09-02,481,3,1622.64,Credit Card,Delivered
303,2069,2025-01-26,143,1,868.88,Debit Card,Delivered
304,2171,2024-01-13,285,5,761.35,Net Banking,Delivered
305,1190,2024-07-18,343,2,2613.2,UPI,Delivered
306,2850,2023-10-15,431,5,4652.85,UPI,Delivered
307,2265,2024-06-07,96,3,591.18,Credit Card,Delivered
308,2101,2023-10-11,18,4,5238.8,Debit Card,Delivered
309,1521,2024-06-16,222,1,1079.71,Debit Card,Delivered
310,688,2023-08-11,256,1,1040.0,Net Banking,Delivered
311,60,2024-09-22,166,1,1150.33,Net Banking,Delivered
312,1042,2025-01-07,79,2,479.14,Net Banking,Delivered
313,1780,2024-08-21,5,4,2685.96,UPI,Delivered
314,343,2023-10-15,474,2,1787.74,Credit Card,Delivered
315,1499,2025-03-17,433,1,851.69,Debit Card,Delivered
316,427,2024-11-10,251,5,2098.6,UPI,Returned
317,1938,2024-07-20,365,1,403.16,UPI,Delivered
318,2560,2025-04-29,349,4,4386.08,Net Banking,Delivered
319,2573,2023-11-18,427,1,285.81,UPI,Delivered
320,169,2023-10-29,323,4,1941.64,Net Banking,Delivered
321,2465,2025-06-14,218,2,2322.78,Net Banking,Delivered
322,533,2023-12-25,321,5,4679.05,Debit Card,Delivered
323,761,2024-12-27,231,2,832.38,Net Banking,Delivered
324,1889,2024-10-25,303,5,1501.3,Credit Card,Delivered
325,1261,2025-06-02,59,3,3128.97,Credit Card,Delivered
326,2272,2025-02-28,85,2,1588.04,Credit Card,Returned
327,1294,2024-10-19,51,5,4206.7,Net Banking,Delivered
328,2136,2024-11-24,62,2,1791.64,UPI,Delivered
329,2778,2024-05-14,372,5,3675.85,Debit Card,Delivered
330,1102,2024-02-01,51,2,1682.68,Net Banking,Delivered
331,2687,2024-07-28,411,2,2309.08,Credit Card,Returned
332,126,2024-08-04,399,1,250.01,Credit Card,Delivered
333,485,2025-03-13,136,4,3417.44,Debit Card,Delivered
334,2845,2023-10-22,287,5,5477.4,Net Banking,Delivered
335,1946,2024-09-08,180,2,1897.08,Net Banking,Delivered
336,841,2023-12-21,381,5,4204.6,Debit Card,Delivered
337,2854,2024-07-31,310,3,1865.58,Credit Card,Delivered
338,2008,2024-04-09,393,3,1833.6,Debit Card,Delivered
339,2688,2025-05-01,414,2,2131.48,Credit Card,Delivered
340,688,2024-01-13,278,2,948.06,Credit Card,Delivered
341,2581,2023-08-21,274,5,3764.45,Debit Card,Delivered
342,1208,2024-07-02,162,1,1309.17,Net Banking,Delivered
343,2182,2025-06-02,295,1,343.69,Credit Card,Delivered
344,2233,2024-06-10,248,4,2529.76,Credit Card,Delivered
345,408,2024-09-27,221,1,932.04,Debit Card,Delivered
346,1158,2025-05-21,390,1,1088.08,Net Banking,Delivered
347,2614,2023-10-11,143,1,868.88,Net Banking,Delivered
348,1684,2025-06-18,190,5,2576.65,UPI,Delivered
349,1240,2025-06-21,215,5,3949.8,Credit Card,Returned
350,1127,2023-07-26,309,4,1292.96,Credit Card,Delivered
351,816,2023-12-09,363,1,292.33,Net Banking,Delivered
352,2,2025-04-01,96,5,985.3,UPI,Delivered
353,2044,2024-02-28,386,3,943.05,UPI,Delivered
354,2838,2024-09-17,98,3,1613.37,Debit Card,Delivered
355,523,2023-08-01,196,1,424.48,Credit Card,Delivered
356,2271,2024-12-25,232,5,4173.8,Net Banking,Delivered
357,2527,2025-02-01,61,5,5735.85,Debit Card,Delivered
358,2017,2025-01-27,137,4,3708.2,Credit Card,Delivered
359,773,2024-09-19,402,2,1465.44,UPI,Delivered
360,2181,2024-04-30,5,3,2014.47,UPI,Delivered
361,1858,2025-03-21,249,2,1060.74,UPI,Delivered
362,166,2024-04-19,196,3,1273.44,Net Banking,Returned
363,810,2024-07-16,458,3,3320.19,Credit Card,Delivered
364,265,2025-05-24,316,4,2845.16,Debit Card,Returned
365,2278,2024-08-12,495,4,973.8,Debit Card,Delivered
366,1325,2023-08-14,488,5,2715.1,Credit Card,Delivered
367,334,2023-08-01,211,5,6062.15,Credit Card,Delivered
368,25,2023-11-29,270,5,3756.35,Credit Card,Delivered
369,1457,2024-12-07,42,2,2681.78,UPI,Delivered
370,2763,2024-02-05,105,5,5305.55,Net Banking,Delivered
371,1217,2024-12-21,299,3,1135.44,Net Banking,Delivered
372,400,2025-05-25,123,5,5582.3,Net Banking,Delivered
373,1351,2024-03-04,435,5,945.55,Debit Card,Delivered
374,297,2023-12-18,124,4,2640.96,UPI,Delivered
375,2012,2025-04-01,100,4,5027.68,Credit Card,Returned
376,461,2025-03-08,416,4,4010.72,Credit Card,Delivered
377,857,2023-11-02,128,5,2176.25,UPI,Delivered
378,1812,2024-01-02,488,5,2715.1,Credit Card,Delivered
379,18,2025-05-31,296,5,1486.85,Debit Card,Delivered
380,2675,2024-05-23,262,4,1284.76,UPI,Delivered
381,745,2023-12-12,84,5,1448.25,UPI,Delivered
382,2865,2023-11-24,312,4,4037.24,Net Banking,Delivered
383,2201,2025-04-21,389,4,1761.16,Debit Card,Delivered
384,543,2023-10-23,238,2,785.34,Credit Card,Delivered
385,2140,2024-05-19,1,1,760.46,Debit Card,Delivered
386,2182,2024-10-17,462,3,2449.41,Credit Card,Delivered
387,1864,2023-08-19,166,2,2300.66,Credit Card,Delivered
388,2962,2025-03-25,375,1,542.83,UPI,Delivered
389,1930,2024-05-14,158,3,1216.26,UPI,Delivered
390,2379,2024-10-30,225,3,1809.75,Debit Card,Delivered
391,1857,2024-12-21,414,1,1065.74,Debit Card,Delivered
392,2541,2025-03-04,55,2,1294.78,Debit Card,Delivered
393,1794,2024-05-13,411,5,5772.7,UPI,Delivered
394,2760,2024-09-21,122,1,1233.58,UPI,Delivered
395,1676,2024-04-19,185,2,1648.78,Net Banking,Delivered
396,2421,2025-05-08,491,5,5937.2,UPI,Delivered
397,1021,2024-07-09,278,5,2370.15,Credit Card,Delivered
398,2031,2024-02-07,180,1,948.54,Credit Card,Returned
399,1341,2024-05-25,483,5,5972.75,UPI,Delivered
400,2768,2024-12-19,459,2,1017.92,Net Banking,Delivered
401,1172,2024-07-21,222,1,1079.71,Credit Card,Delivered
402,1873,2023-08-05,63,2,1177.72,Debit Card,Delivered
403,1566,2024-05-18,135,3,2929.62,Net Banking,Delivered
404,1973,2025-04-03,37,4,1380.24,Debit Card,Delivered
405,2816,2024-06-28,92,5,2418.5,Net Banking,Delivered
406,318,2024-12-31,110,5,663.65,Credit Card,Delivered
407,1680,2025-01-01,282,5,5460.65,Debit Card,Delivered
408,2637,2024-04-22,153,4,2498.96,Credit Card,Delivered
409,2018,2023-09-10,328,5,2064.85,Net Banking,Delivered
410,2231,2024-06-24,235,4,3687.92,Debit Card,Delivered
411,1755,2024-11-13,233,1,174.39,UPI,Delivered
412,1341,2025-01-07,260,4,5700.48,UPI,Delivered
413,1197,2023-10-20,255,5,2210.75,Debit Card,Delivered
414,1778,2024-01-28,370,3,1401.27,Debit Card,Delivered
415,2079,2024-10-11,344,3,1974.12,Net Banking,Delivered
416,1500,2025-05-10,242,1,401.78,UPI,Delivered
417,1852,2025-06-30,187,5,6021.75,Debit Card,Delivered
418,44,2025-07-13,98,3,1613.37,Credit Card,Delivered
419,543,2024-04-29,495,5,1217.25,UPI,Delivered
420,1363,2025-01-12,311,5,1085.3,UPI,Delivered
421,1450,2025-02-21,319,3,3933.27,Debit Card,Delivered
422,586,2025-07-19,137,2,1854.1,Debit Card,Delivered
423,183,2025-06-01,78,2,1510.84,Debit Card,Delivered
424,556,2023-11-08,470,1,982.47,Net Banking,Delivered
425,1485,2023-09-28,218,2,2322.78,Net Banking,Delivered
426,360,2024-03-26,174,2,2286.82,UPI,Delivered
427,235,2023-09-01,488,2,1086.04,UPI,Delivered
428,2265,2025-02-11,380,1,996.93,Debit Card,Delivered
429,2996,2023-10-18,29,2,1846.2,Debit Card,Delivered
430,251,2025-05-02,372,4,2940.68,Net Banking,Delivered
431,1049,2024-05-31,406,4,4167.48,Net Banking,Delivered
432,1782,2025-06-14,27,5,3969.95,Credit Card,Delivered
433,614,2024-03-08,260,5,7125.6,Net Banking,Delivered
434,2307,2025-04-20,70,3,1801.74,Credit Card,Delivered
435,102,2023-11-10,112,3,1607.73,UPI,Delivered
436,1290,2024-05-17,168,4,1690.4,Debit Card,Delivered
437,2019,2023-09-15,165,3,815.1,Net Banking,Delivered
438,2221,2023-07-24,429,5,4950.75,UPI,Delivered
439,438,2024-07-28,143,2,1737.76,UPI,Delivered
440,2319,2025-07-10,276,1,1396.43,Credit Card,Delivered
441,1003,2023-07-28,166,5,5751.65,Debit Card,Delivered
442,1975,2024-01-06,347,3,2554.14,Credit Card,Delivered
443,1282,2023-12-21,15,2,886.54,Net Banking,Delivered
444,2963,2024-04-28,331,4,3505.76,Net Banking,Delivered
445,1456,2023-08-26,446,3,3809.79,Debit Card,Delivered
446,316,2025-07-20,12,4,544.68,Credit Card,Delivered
447,2978,2025-04-12,198,3,1150.29,Credit Card,Returned
448,2140,2024-12-05,225,4,2413.0,UPI,Delivered
449,2854,2024-08-29,282,3,3276.39,UPI,Returned
450,2781,2025-03-07,259,3,3544.29,UPI,Delivered
451,434,2024-02-06,225,1,603.25,UPI,Delivered
